,title,ingredients,instructions
382,"Pizza al horno con cebolla caramelizada, gorgonzola y nueces ","1/4 de taza de aceite de oliva virgen extra, 1 1/4 de libra de cebollas (2 grandes), cortadas por la mitad y en rodajas finas, 14 a 16 onzas de masa de pizza, descongelada si está congelada, 1/4 de libra de Gorgonzola dolce, desmenuzado (1 taza), 1/2 taza de nueces tostadas y picadas gruesas, 1/4 de taza de perejil de hoja plana picado]","Calentar el aceite en una sartén pesada de 12 pulgadas a fuego medio hasta que brille, luego cocinar las cebollas con 1/2 cucharadita de sal y 1/4 de cucharadita de pimienta, tapadas, revolviendo ocasionalmente, hasta que se doren, de 15 a 20 minutos. Pásela a un bol pequeño y manténgala caliente, tapada. Ponga una bandeja para hornear grande y pesada (17 por 14 pulgadas) en la rejilla más baja del horno, luego precaliente el horno a 500°F. Mientras tanto, extienda la masa en una superficie ligeramente enharinada con un rodillo enharinado, estirando las esquinas con las manos para formar un rectángulo de 16 por 13 pulgadas. (La masa será más fácil de extender a medida que se calienta). Transfiera a una bandeja grande forrada con una hoja de papel pergamino. Pinche ligeramente la masa por todas partes con un tenedor, luego deslice la masa (sobre el papel pergamino) de la bandeja a la bandeja de hornear caliente. Hornee hasta que la parte superior esté hinchada y tenga un color dorado pálido, unos 10 minutos. (Pinche cualquier burbuja grande con un tenedor y aplástela.) Retire la corteza del horno y deje el horno encendido. Espolvoree la corteza uniformemente con queso, nueces y perejil. Hornee la pizza hasta que el borde de la corteza esté bien dorado, el queso esté burbujeante y dorado en partes, y la parte inferior esté dorada, de 2 a 4 minutos. Servir inmediatamente.Caliente el aceite en una sartén pesada de 12 pulgadas a fuego medio hasta que brille, luego cocine las cebollas con 1/2 cucharadita de sal y 1/4 de cucharadita de pimienta, tapadas, revolviendo ocasionalmente, hasta que se doren, de 15 a 20 minutos. Pásela a un bol pequeño y manténgala caliente, tapada.Ponga una bandeja para hornear grande y pesada (17 por 14 pulgadas) en la rejilla más baja del horno, luego precaliente el horno a 500°F.Mientras tanto, extienda la masa en una superficie ligeramente enharinada con un rodillo enharinado, estirando las esquinas con las manos para formar un rectángulo de 16 por 13 pulgadas. (La masa será más fácil de extender a medida que se calienta). Transfiera a una bandeja grande forrada con una hoja de papel pergamino. Pinche ligeramente la masa por todas partes con un tenedor, luego deslice la masa (sobre el papel pergamino) de la bandeja a la bandeja de hornear caliente.Hornee hasta que la parte superior esté hinchada y tenga un color dorado pálido, unos 10 minutos. (Pinche cualquier burbuja grande con un tenedor y aplástela.) Retire la corteza del horno y deje el horno encendido.Espolvoree la corteza uniformemente con queso, nueces y perejil. Hornee la pizza hasta que el borde de la corteza esté bien dorado, el queso esté burbujeante y dorado en partes, y la parte inferior esté dorada, de 2 a 4 minutos. Servir inmediatamente."
383,Carne Gulasch ,"1/2 taza de aceite de canola, 1 1/2 libras de cebollas blancas, cortadas por la mitad a través del núcleo y en rodajas finas en sentido transversal (unas 8 tazas), 2 dientes de ajo, cortados en rodajas, 1 cucharada de mejorana seca, 1 1/2 cucharadas de pasta de tomate, 3 cucharadas de pimentón dulce húngaro, 1 1/2 cucharaditas de pimentón picante húngaro, 1 taza de vinagre de vino blanco, 6 tazas de caldo de pollo bajo en sal, 2 hojas de laurel, 2 cucharaditas de cáscara de limón finamente rallada, 3 libras y media de carne de jarrete de ternera (de unas 4 libras y media de jarretes de ternera) o costillas de ternera deshuesadas, cortadas en cubos de 3/4 de pulgada]","Calentar el aceite en una olla grande a fuego medio-alto. Añadir las cebollas y cocinarlas hasta que estén doradas y blandas, removiendo a menudo, unos 25 minutos. Añadir el ajo y la mejorana; cocinar hasta que el ajo se ablande, unos 3 minutos. Añadir la pasta de tomate y cocinar hasta que la mezcla empiece a adquirir un color rojo oscuro, removiendo a menudo, unos 3 minutos. Añada los dos pimentones y remueva para mezclar; retire del fuego y deje reposar 1 minuto para que los sabores se mezclen. Añadir el vinagre; remover a fuego medio hasta que se absorba casi todo el líquido, unos 2 minutos. Añada el caldo, las hojas de laurel y la cáscara de limón; aumente el fuego y lleve a ebullición. Espolvorear la carne con sal y pimienta y añadirla a la olla. Cocer a fuego medio-bajo hasta que la carne esté tierna, removiendo de vez en cuando, unas 2 horas y media. Pasar la carne a un bol, dejando las cebollas en la olla. Hervir la salsa en la olla hasta que se reduzca a 5 tazas, unos 15 minutos. Enfríe un poco. Trabajando en tandas, haga un puré de la salsa en la licuadora hasta que esté suave; regrese a la olla. Sazone con sal y pimienta. Vuelva a poner la carne en la olla. Cocinar a fuego lento hasta que se caliente, unos 5 minutos. HACER CON ANTELACIÓN: Se puede hacer con 2 días de antelación. Enfríe un poco. Enfriar sin tapar hasta que se enfríe, luego tapar y enfriar. Vuelva a calentar antes de servir.Calentar el aceite en una olla grande a fuego medio-alto. Añadir las cebollas y cocinar hasta que estén doradas y blandas, removiendo a menudo, unos 25 minutos. Añadir el ajo y la mejorana; cocinar hasta que el ajo se ablande, unos 3 minutos. Añadir la pasta de tomate y cocinar hasta que la mezcla empiece a adquirir un color rojo oscuro, removiendo a menudo, unos 3 minutos. Añada los dos pimentones y remueva para mezclar; retire del fuego y deje reposar 1 minuto para que los sabores se mezclen. Añadir el vinagre; remover a fuego medio hasta que se absorba casi todo el líquido, unos 2 minutos. Añada el caldo, las hojas de laurel y la cáscara de limón; aumente el fuego y lleve a ebullición.Espolvorear la carne con sal y pimienta y añadirla a la olla. Cocer a fuego medio-bajo hasta que la carne esté tierna, removiendo de vez en cuando, unas 2 horas y media.Pasar la carne a un bol, dejando las cebollas en la olla. Hervir la salsa en la olla hasta que se reduzca a 5 tazas, unos 15 minutos. Enfríe un poco. Trabajando en tandas, haga un puré de la salsa en la licuadora hasta que esté suave; regrese a la olla. Sazone con sal y pimienta. Vuelva a poner la carne en la olla. Cocinar a fuego lento hasta que se caliente, unos 5 minutos. HACER CON ANTELACIÓN: Se puede hacer con 2 días de antelación. Enfríe un poco. Enfriar sin tapar hasta que se enfríe, luego tapar y enfriar. Vuelva a calentar antes de servir.Qué beber: En consonancia con el espíritu de este menú, sirva un tinto austriaco con el gulasch. El afrutado y elegante Feiler-Artinger 2007 Zweigelt (19 $) es una buena opción.En consonancia con el espíritu de este menú, sirva un tinto austriaco con el gulasch. El afrutado y elegante Feiler-Artinger 2007 Zweigelt (19 $) es una buena opción."
384,Cebollas a la mostaza gratinadas ,"2 libras de cebollas blancas perladas, 2 cucharadas de mantequilla sin sal, 2 cucharadas de harina común, 1 taza de leche entera, 3 cucharadas de crema de jerez, 1 cucharada de mostaza en grano, 1 cucharada de mostaza de Dijon, 1/4 de cucharadita de nuez moscada rallada, 1/2 taza de Parmigiano-Reggiano rallado, Equipo: un recipiente para gratinar de 2 litros u otro recipiente para hornear a prueba de fuego (2 pulgadas de profundidad)]","Cocinar las cebollas en una olla grande y pesada con agua salada hirviendo (2 cucharaditas de sal para 4 cuartos de agua) hasta que estén tiernas, de 25 a 30 minutos. Reservar 1 taza de agua de cocción y escurrir (reservar la olla). Enfriar las cebollas hasta que estén calientes y pelarlas. Derretir la mantequilla en una olla seca a fuego medio. Añadir la harina y cocinar, removiendo, 2 minutos. Incorporar el agua de cocción reservada, la leche y el jerez y cocinar, batiendo frecuentemente, hasta que la mezcla se espese, unos 8 minutos. Añada la mostaza, la nuez moscada y 1/2 cucharadita de sal y pimienta. Añadir las cebollas a la salsa y cocinar a fuego lento durante 5 minutos. Precaliente la parrilla. Transfiera la crema de cebollas a una bandeja para hornear y espolvoree uniformemente con queso. Asar a 4 ó 5 pulgadas del fuego hasta que la parte superior esté dorada y burbujeante, unos 3 minutos.Cocine las cebollas en una olla grande y pesada con agua salada hirviendo (2 cucharaditas de sal para 4 cuartos de agua) hasta que estén tiernas, de 25 a 30 minutos. Reservar 1 taza de agua de cocción y escurrir (reservar la olla). Enfriar las cebollas hasta que estén calientes y pelarlas.Derretir la mantequilla en una olla seca a fuego medio. Añadir la harina y cocinar, removiendo, 2 minutos. Incorporar el agua de cocción reservada, la leche y el jerez y cocinar, batiendo frecuentemente, hasta que la mezcla se espese, unos 8 minutos. Añada la mostaza, la nuez moscada y 1/2 cucharadita de sal y pimienta. Añadir las cebollas a la salsa y cocinar a fuego lento durante 5 minutos.Precaliente la parrilla.Transfiera la crema de cebollas a una bandeja para hornear y espolvoree uniformemente con queso. Asar a 4 ó 5 pulgadas del fuego hasta que la parte superior esté dorada y burbujeante, unos 3 minutos."
385,Coles de Bruselas salteadas con ajo de Annie Lau ,"1 cucharada de aceite de oliva virgen extra, 4 dientes de ajo picados, 2 tazas de coles de Bruselas, con las hojas exteriores recortadas y cortadas por la mitad, Sal Kosher y pimienta negra recién molida]","1. Calentar el aceite de oliva en una sartén antiadherente a fuego medio. Añadir el ajo y cocinar hasta que esté fragante y ligeramente dorado. Añadir las coles de Bruselas y poner el fuego a medio-alto. Sazonar con sal y pimienta. 2. No molestar durante un minuto, para que los bordes se caramelicen, y luego remover. Dejar otro minuto o más. Si los brotes no han cogido suficiente color dorado volver a remover. Cuanto más se caramelicen (se doren), mejor será el sabor (¡el calor alto es la clave!). Sin embargo, tenga cuidado de no sobrecocinar, ya que eso libera ese desagradable olor a azufre que aleja a la gente de las coles de Bruselas. 3. Prueba y ajusta la sazón con sal y pimienta. Servir inmediatamente.1. Calentar el aceite de oliva en una sartén antiadherente a fuego medio. Añadir el ajo y cocinar hasta que esté fragante y ligeramente dorado. Añadir las coles de Bruselas y subir el fuego a medio-alto. Sazonar con sal y pimienta.2. No molestar durante un minuto, para que los bordes se caramelicen, y luego remover. Dejar otro minuto o más. Si los brotes no han cogido suficiente color dorado volver a remover. Cuanto más se caramelicen (se doren), mejor será el sabor (¡el calor alto es la clave!). Sin embargo, tenga cuidado de no sobrecocinar, ya que eso libera ese desagradable olor a azufre que aleja a la gente de las coles de Bruselas.3. Prueba y ajusta la sazón con sal y pimienta. Servir inmediatamente."
386,"Relish de remolacha, cebolla roja y rábano picante ","3 remolachas de 2 1/2 pulgadas de diámetro, recortadas, 1/2 taza de aceite de oliva, 3 cucharadas de vinagre balsámico, 1 cucharadita de sal gruesa, 1/2 cucharadita de pimienta, 1 1/2 tazas de cebolla roja picada, 1/3 de taza de rábano blanco preparado al estilo crema]","Precaliente el horno a 350°F. Envuelva las remolachas en papel de aluminio de doble grosor. Asar las remolachas en la rejilla del horno hasta que estén tiernas, aproximadamente 1 hora y 45 minutos. Desenvuelve las remolachas y enfríalas. Bata el aceite, el vinagre, la sal y la pimienta en un tazón mediano hasta que se mezclen. Mezclar la cebolla y el rábano picante. Pele las remolachas y córtelas en dados de 1/3 de pulgada. Añadir a la mezcla de cebolla. Cubra y refrigere de 1 a 4 días.Precalentar el horno a 350°F. Envuelva las remolachas en papel de aluminio de doble grosor. Asar las remolachas en la rejilla del horno hasta que estén tiernas, aproximadamente 1 hora y 45 minutos. Desenvolver las remolachas y enfriarlas.Bata el aceite, el vinagre, la sal y la pimienta en un tazón mediano hasta que se mezclen. Mezclar la cebolla y el rábano picante.Pele las remolachas y córtelas en dados de 1/3 de pulgada. Añadir a la mezcla de cebolla. Tapar y refrigerar de 1 a 4 días."
387,Dip de queso azul y bacon ,"1 tarrina (8 onzas) de queso crema batido, 3/4 de taza de queso azul danés desmenuzado, 3/4 de taza de crema agria, 2 cucharadas de mayonesa, 1 cucharadita de rábano picante preparado, 2 cucharadas de cebolla picada, 1 cucharada de condimento italiano, Una pizca de salsa de pimienta picante, 6 rebanadas de tocino a la pimienta, cocidas hasta que estén crujientes y desmenuzadas, Cuñas de manzana, verduras crudas cortadas y/o Wheat Thins]","1. Ponga el queso crema, el queso azul, la crema agria, la mayonesa, el rábano picante, la cebolla, el condimento italiano y la salsa de pimienta en un procesador de alimentos. Pulse hasta que esté muy suave. Añadir el bacon y pulsar hasta que esté bien mezclado. 2. Pasar a un bol, tapar y refrigerar hasta que los sabores estén bien integrados, al menos una hora o toda la noche. 3. Servir con manzanas, verduras y/o Wheat Thins.1. Ponga el queso crema, el queso azul, la crema agria, la mayonesa, el rábano picante, la cebolla, el condimento italiano y la salsa de pimienta en un procesador de alimentos. Pulse hasta que esté muy suave. Añade el bacon y pulsa hasta que esté bien mezclado.2. Pasar a un bol, tapar y refrigerar hasta que los sabores estén bien integrados, al menos una hora o toda la noche.3. 3. Servir con manzanas, verduras y/o cereales."
388,Granizado de champán de frutas tropicales ,"1/2 taza de azúcar, 1/2 taza de agua, 3 tazas de trozos de media pulgada de piña fresca (aproximadamente 1), pelada y sin corazón, 4 tazas de néctar o zumo de maracuyá frío, 3/4 de taza de champán frío]","En un cazo, llevar a ebullición el azúcar y el agua, removiendo hasta que se disuelva el azúcar, y enfriar el almíbar. En una licuadora o procesador de alimentos, haga un puré de piña con 1/4 de taza más 2 cucharadas de jarabe (reservando el jarabe restante para otro uso). Añada el néctar o el zumo y el champán. La mezcla de piña puede hacerse con 1 día de antelación y refrigerarse, tapada. Transfiera la mezcla de piña a un molde metálico poco profundo para hornear y congele, removiendo y aplastando los grumos con un tenedor cada hora, hasta que la mezcla esté firme pero no congelada, unas 3 o 4 horas. El granizado se puede hacer con 2 días de antelación y congelarlo tapado. Justo antes de servir, raspe el granito con un tenedor para aligerar la textura. Sirva el granizado en cuencos.En un cazo, llevar a ebullición el azúcar y el agua, removiendo hasta que se disuelva el azúcar, y enfriar el jarabe.En una batidora o procesador de alimentos, haga un puré de piña con 1/4 de taza más2 cucharadas de jarabe (reservando el jarabe restante para otro uso). Añada el néctar o el zumo y el champán. La mezcla de piña puede hacerse con 1 día de antelación y refrigerarse, tapada.Transfiera la mezcla de piña a un molde metálico poco profundo para hornear y congele, removiendo y aplastando los grumos con un tenedor cada hora, hasta que la mezcla esté firme pero no congelada, unas 3 o 4 horas. El granizado se puede hacer con 2 días de antelación y congelarlo tapado. Justo antes de servir, raspe el granito con un tenedor para aligerar la textura.Sirva el granizado en cuencos."
389,Cuscús con aroma de naranja ,"2 tazas de agua, De 5 a 6 cucharadas de zumo de naranja fresco, divididas, 1 cucharada de aceite de oliva, 1 cucharadita de cáscara de naranja finamente rallada, 1 caja de 10 onzas (1 1/2 tazas) de cuscús natural]","Mezclar 2 tazas de agua, 2 cucharadas de zumo, el aceite y la cáscara en una cacerola mediana; llevar a ebullición. Incorporar el cuscús, tapar y retirar del fuego. Dejar reposar hasta que se absorba el líquido y el cuscús esté tierno, unos 12 minutos. Remover con un tenedor, añadiendo el zumo de naranja a cucharadas al gusto. Sazonar con sal y pimienta.Mezclar 2 tazas de agua, 2 cucharadas de zumo, el aceite y la piel en una cacerola mediana; llevar a ebullición. Incorporar el cuscús, tapar y retirar del fuego. Dejar reposar hasta que se absorba el líquido y el cuscús esté tierno, unos 12 minutos. Remover con un tenedor, añadiendo el zumo de naranja a cucharadas al gusto. Sazonar con sal y pimienta."
390,Huevos Drumkilbo ,"2 langostas (1 1/2 libras), cocidas y enfriadas, 8 huevos duros, divididos, 6 tomates maduros, 2 tazas de mayonesa, 1/2 taza de ketchup, 1 cucharadita de salsa Worcestershire, 1 paquete de gelatina sin sabor, 1 taza de jerez, 6 camarones medianos, 6 ramitas de perejil para decorar, Sal y pimienta recién molida]","Retirar la carne de las colas y pinzas del bogavante y cortarla en trozos del tamaño de un bocado. Cortar 6 huevos en trozos del mismo tamaño que el bogavante. Poner 4 tazas de agua a hervir en una cacerola de fondo grueso. Cortar la parte verde del tallo de los tomates y dejarlos caer en el agua hirviendo durante unos 30 segundos. Retirarlos inmediatamente al agua fría y dejarlos reposar durante varios minutos. Quitar la piel a los tomates y secarlos con papel de cocina. Cortar los tomates en cuartos y retirar las semillas y las membranas. Cortar la pulpa del tomate en trozos del mismo tamaño que el huevo y la langosta. En un bol grande de cerámica o cristal (no metálico), bata la mayonesa, el ketchup y la salsa Worcestershire hasta que se mezclen. Añada el bogavante, el huevo y el tomate, y mézclelos suavemente. Pruebe y sazone con sal y pimienta. Coloque la mezcla de huevo y langosta en un plato de cristal adornado y alise la parte superior para que quede nivelada. Ablande la gelatina con el jerez en una cacerola pequeña. Poner a fuego lento y remover hasta que se disuelva. Con una cuchara, cubra con una fina capa de jerez la parte superior de la mezcla de huevos y bogavante y refrigere la fuente hasta que la capa se haya asentado. Con un cortador de huevos, corte seis círculos de huevo de los dos huevos restantes. Unte la parte superior de cada rodaja de huevo con un poco de la gelatina caliente restante. Corta cada gamba por la mitad a lo largo, sumérgelas en la gelatina y colócalas en una rodaja de huevo. Refrigere hasta que se cuaje y, a continuación, levante cada guarnición de huevo y gambas para decorar la ensalada de huevo y bogavante. Adorne con una ramita de perejil. Servir como aperitivo con gajos de limón y pan integral cortado en rodajas y untado con mantequilla.Retirar la carne de las colas y las pinzas del bogavante y cortarla en trozos del tamaño de un bocado. Cortar 6 huevos en dados del mismo tamaño que el bogavante.Retirar la carne de las colas y las pinzas del bogavante y cortarlas en trozos pequeños. Cortar 6 huevos en trozos del mismo tamaño que el bogavante.Poner 4 tazas de agua a hervir en una cacerola de fondo grueso. Cortar la parte verde del tallo de los tomates y dejarlos caer en el agua hirviendo durante unos 30 segundos. Retirarlos inmediatamente al agua fría y dejarlos reposar durante varios minutos. Quitar la piel a los tomates y secarlos con papel de cocina. Cortar los tomates en cuartos y retirar las semillas y las membranas. Cortar la pulpa del tomate en trozos del mismo tamaño que el huevo y la langosta.Poner a hervir 4 tazas de agua en una cacerola de fondo grueso. Cortar la parte del tallo verde de los tomates y dejarlos caer en el agua hirviendo durante unos 30 segundos. Retirarlos inmediatamente al agua fría y dejarlos reposar durante varios minutos. Quitar la piel a los tomates y secarlos con papel de cocina. Cortar los tomates en cuartos y retirar las semillas y las membranas. Cortar la pulpa del tomate en trozos del mismo tamaño que el huevo y la langosta.En un bol grande de cerámica o cristal (no metálico), bata la mayonesa, el ketchup y la salsa Worcestershire hasta que se mezclen. Añada el bogavante, el huevo y el tomate, y mézclelos suavemente. Pruebe y sazone con sal y pimienta. Coloque la mezcla de huevo y bogavante en una fuente de cristal ornamentada y alise la parte superior para que quede nivelada.En un bol grande de cerámica o cristal (no metálico), bata la mayonesa, el ketchup y la salsa Worcestershire hasta que se mezclen. Añada la langosta, el huevo y el tomate, y mezcle suavemente. Pruebe y sazone con sal y pimienta. Coloque la mezcla de huevo y bogavante en una fuente de cristal ornamentada y alise la parte superior para que quede nivelada.Ablande la gelatina con el jerez en una cacerola pequeña. Poner a fuego lento y remover hasta que se disuelva. Coloque una fina capa de jerez sobre la mezcla de huevos y bogavante y refrigere el plato hasta que la capa se haya asentado.Ablande la gelatina con el jerez en una cacerola pequeña. Poner a fuego lento y remover hasta que se disuelva. Vierta una fina capa de jerez sobre la mezcla de huevo y bogavante y refrigere el plato hasta que la capa se haya asentado.Con un cortador de huevos, corte seis círculos de huevo de los dos huevos restantes. Unte la parte superior de cada rodaja de huevo con un poco de la gelatina caliente restante. Corta cada gamba por la mitad a lo largo, sumérgelas en la gelatina y colócalas en una rodaja de huevo. Refrigere hasta que se cuaje y, a continuación, levante cada guarnición de huevo y gambas para decorar la ensalada de huevo y bogavante. Adorne con una ramita de perejil. Servir como aperitivo con gajos de limón y pan moreno cortado y untado con mantequilla.Con un cortador de huevos, corte seis círculos de huevo de los dos huevos restantes. Unte la parte superior de cada rodaja de huevo con un poco de la gelatina caliente restante. Corte cada una de las gambas por la mitad a lo largo, sumérjalas en la gelatina y colóquelas ordenadamente sobre una rodaja de huevo. Refrigere hasta que se cuaje y, a continuación, levante cada guarnición de huevo y gambas para decorar la ensalada de huevo y bogavante. Adorne con una ramita de perejil. Servir como aperitivo con gajos de limón y pan integral cortado en rodajas y untado con mantequilla."
391,Tarta de manzana Sierra Beauty ,"2 libras de manzanas Sierra Beauty u otras manzanas crujientes y ácidas, 2 cucharadas de azúcar granulado, 1/2 taza de almendras, nueces o pacanas, 1 taza de harina común sin blanquear, 1/2 taza de azúcar moreno ligero bien compactado, 1/4 de cucharadita de sal, 1/2 cucharadita de canela, 8 cucharadas de mantequilla fría sin sal, cortada en trozos de 1/4 de pulgada]","Extienda la masa sobre una superficie fría y ligeramente enharinada hasta obtener una forma de 12 pulgadas de grosor, de aproximadamente 1/8 de pulgada: Un disco de 10 onzas de masa para tartas Forre un molde para tartas de 9 pulgadas con la masa. Recorte la masa aproximadamente 1/2 pulgada más allá del borde del molde. Doblar por debajo del borde de la masa y engarzar con un tenedor o con el pulgar y el dedo para hacer un borde decorativo. Refrigere la masa en su molde. Coloque una rejilla en el nivel medio del horno. Precaliente el horno a 375°F con tiempo suficiente para hornear el pastel. Cortar en cuartos, pelar y descorazonar: 2 libras de manzanas Sierra Beauty u otras manzanas crujientes y ácidas Cortar las manzanas en rodajas de aproximadamente 1/4 de pulgada de grosor y ponerlas en un bol grande. Debería tener unas 6 tazas. Espolvoree con: 2 cucharadas de azúcar granulada Mezcle bien las manzanas y el azúcar. Pruebe el dulzor y añada un chorrito de zumo de limón si las manzanas le parecen insípidas. Reservar las manzanas mientras se prepara la cobertura. Picar finamente: 1/2 taza de almendras, nueces o pacanas Mezclar con: 1 taza de harina sin blanquear para todo uso 1/2 taza de azúcar moreno ligero firmemente empaquetado 1/4 cucharadita de sal 1/2 cucharadita de canela Añadir: 8 cucharadas de mantequilla fría sin sal, cortada en trozos de 1/4 de pulgada Trabajar la mantequilla en la mezcla de harina con los dedos, una batidora de repostería, o una batidora de pie equipada con el accesorio de pala. Trabajar hasta que la mezcla se una y tenga una textura desmenuzable, pero no arenosa. (Si prefiere utilizar un procesador de alimentos, procese los frutos secos con varias cucharadas de harina hasta que queden bien picados. Añadir el resto de los ingredientes secos y pulsar para mezclar bien. Añadir la mantequilla y pulsar hasta que la mezcla tenga la textura de una harina muy gruesa. Pasar a un bol y terminar de trabajar con los dedos hasta que se desmenuce). Apilar las manzanas y el jugo acumulado en la corteza refrigerada y alisar la parte superior, dejándola ligeramente más alta en el centro. Cubra con la cobertura, asegurándose de que no se vean trozos de manzana. Hornee en el nivel medio del horno durante 40 minutos. Compruebe si está listo con un cuchillo pequeño y afilado. Si el cuchillo entra fácilmente, la tarta está lista. Si no es así, siga horneando hasta que la fruta esté tierna y la cobertura esté dorada. Cubra la tarta sin apretar con papel de aluminio si la corteza y la cobertura se doran demasiado. Deje que la tarta se enfríe durante aproximadamente 1 hora antes de servirla con nata montada o helado de vainilla.Extienda la masa sobre una superficie fría y ligeramente enharinada hasta obtener una forma redonda de 12 pulgadas y un grosor de 1/8 de pulgada: Un disco de 10 onzas de masa para tartasForrar un molde de tarta de 9 pulgadas con la masa. Recorte la masa aproximadamente 1/2 pulgada más allá del borde del molde. Doblar por debajo del borde de la masa y engarzar con un tenedor o con el pulgar y el dedo para hacer un borde decorativo. Refrigere la masa en su molde.Coloque una rejilla en el nivel medio del horno. Precaliente el horno a 375°F con tiempo suficiente para hornear el pastel. Corte en cuartos, pele y descorazone: 2 libras de Sierra Beauty u otras manzanas crujientes y ácidasCorte las manzanas en rodajas de aproximadamente 1/4 de pulgada de grosor y póngalas en un bol grande. Debería tener unas 6 tazas. Espolvoree con: 2 cucharadas de azúcar granuladaMezclar bien las manzanas y el azúcar. Pruebe el dulzor y añada un chorrito de zumo de limón si las manzanas parecen insípidas. Reservar las manzanas mientras se prepara la cobertura. Picar finamente: 1/2 taza de almendras, nueces o pacanasMezclar con: 1 taza de harina sin blanquear para todo uso 1/2 taza de azúcar moreno ligero firmemente empaquetado 1/4 cucharadita de sal 1/2 cucharadita de canelaAñadir: 8 cucharadas de mantequilla fría sin sal, cortada en trozos de 1/4 de pulgadaIncorporar la mantequilla a la mezcla de harina con los dedos, una batidora de repostería o una batidora de pie con el accesorio de pala. Trabajar hasta que la mezcla se una y tenga una textura desmenuzable, pero no arenosa.(Si prefiere utilizar un procesador de alimentos, procese los frutos secos con varias cucharadas de harina hasta que queden bien picados. Añadir el resto de los ingredientes secos y pulsar para mezclar bien. Añadir la mantequilla y pulsar hasta que la mezcla tenga la textura de una harina muy gruesa. Pasar a un bol y terminar de trabajar con los dedos hasta que se desmenuce).Apilar las manzanas y el jugo acumulado en la corteza refrigerada y alisar la parte superior, dejándola ligeramente más alta en el centro. Cubra con la cobertura, asegurándose de que no se vean trozos de manzana.Hornee en el nivel medio del horno durante 40 minutos. Compruebe si está listo con un cuchillo pequeño y afilado. Si el cuchillo entra fácilmente, la tarta está lista. Si no es así, siga horneando hasta que la fruta esté tierna y la cobertura esté dorada. Cubra la tarta sin apretar con papel de aluminio si la corteza y la cobertura se doran demasiado.Deje que la tarta se enfríe durante aproximadamente 1 hora antes de servirla con nata montada o helado de vainilla."
392,Gazpacho blanco ,"8 rebanadas de pan de campo, 3 tazas de agua helada, 3 cucharadas de almendras fileteadas, 1 diente de ajo, 3/4 de libra de uvas verdes sin semillas, 3 cucharadas de vinagre de vino blanco, 3/4 de taza de aceite de oliva virgen extra, Sal y pimienta de cayena, 1/2 pepino, pelado, sin semillas y cortado en dados]","1. Tostar ligeramente 5 rebanadas de pan. Retirar la corteza y reservar el pan para que se ablande en 1 taza de agua. 2. Tostar ligeramente las almendras en una sartén pequeña a fuego medio-bajo hasta que se doren, unos 7 minutos. Pasar las almendras a un procesador de alimentos, añadir el ajo y pulsar hasta que las almendras estén finamente molidas. Exprimir el pan lo más posible y añadirlo, junto con un tercio de las uvas, a las almendras. Procesar hasta que la mezcla esté suave. 2. Pasar la mezcla de pan a un bol y batir gradualmente primero el vinagre y luego 1/2 taza de aceite. Añadir las dos tazas de agua restantes y colar el gazpacho con un colador fino, haciendo pasar la mayor cantidad posible de la mezcla de pan. Sazonar el gazpacho con sal y una pizca de cayena y refrigerar hasta que la sopa esté bien fría, al menos una hora. 3. Antes de servir, cortar las 3 rebanadas de pan restantes en cubos de 1 pulgada. Freír los picatostes a fuego medio en el 1/4 de taza de aceite restante hasta que estén crujientes y dorados. Escurrir en papel absorbente. Cortar las uvas restantes en mitades o cuartos. Servir el gazpacho en cuencos fríos con las uvas, los pepinos y los picatostes.1. Tostar ligeramente 5 rebanadas de pan. Retirar la corteza y reservar el pan para que se ablande en 1 taza de agua. Tostar ligeramente las almendras en una sartén pequeña a fuego medio-bajo hasta que se doren, unos 7 minutos. Pasar las almendras a un procesador de alimentos, añadir el ajo y pulsar hasta que las almendras estén finamente molidas. Exprimir el pan lo más posible y añadirlo, junto con un tercio de las uvas, a las almendras. Procesar hasta que la mezcla esté suave.2. Pasar la mezcla de pan a un bol y batir gradualmente primero el vinagre y luego 1/2 taza de aceite. Añadir las dos tazas de agua restantes y colar el gazpacho con un colador fino, haciendo pasar la mayor cantidad posible de la mezcla de pan. Sazonar el gazpacho con sal y una pizca de cayena y refrigerar hasta que la sopa esté bien fría, al menos una hora.3. Antes de servir, cortar las 3 rebanadas de pan restantes en cubos de 1 pulgada. Freír los picatostes a fuego medio en el 1/4 de taza de aceite restante hasta que estén crujientes y dorados. Escurrir en papel absorbente. Cortar las uvas restantes en mitades o cuartos. Sirva el gazpacho en cuencos fríos con las uvas, los pepinos y los picatostes."
