,text,label
237,"Que puedo hacer con 6 cucharadas (3/4 de barra) de mantequilla sin sal, cortada en trozos, 3/4 de cucharadita de sal kosher, Una pizca de nuez moscada, 1 1/4 tazas de harina común, 4 huevos grandes, 6 onzas (1 1/2 tazas) de queso Comté o Gruyère rallado, 1/2 cucharadita de pimienta negra recién molida, 1 yema de huevo grande]",instructions
238,"Como se llama la receta con 6 cucharadas (3/4 de barra) de mantequilla sin sal, cortada en trozos, 3/4 de cucharadita de sal kosher, Una pizca de nuez moscada, 1 1/4 tazas de harina común, 4 huevos grandes, 6 onzas (1 1/2 tazas) de queso Comté o Gruyère rallado, 1/2 cucharadita de pimienta negra recién molida, 1 yema de huevo grande]",title
239,Quiero Asado de tira de Nueva York con salsa de sartén de Madeira  como se hace,title_instructions
240,"Como puedo preparar 18 onzas (aproximadamente 2 1/2 tazas) de carne molida, 2 cucharaditas de ketchup de tomate, 1 cucharada de salsa teriyaki, 4 cebolletas, finamente picadas, 1 huevo ligeramente batido, 4 oz de queso Cheddar, cortado en 8 trozos pequeños, harina para espolvorear, aceite vegetal para cepillar, 8 panecillos pequeños parcialmente horneados, salsa de tomate para servir, 8 hojas de lechuga romana]",instructions
241,"Que receta usa 18 onzas (aproximadamente 2 1/2 tazas) de carne molida, 2 cucharaditas de ketchup de tomate, 1 cucharada de salsa teriyaki, 4 cebolletas, finamente picadas, 1 huevo ligeramente batido, 4 oz de queso Cheddar, cortado en 8 trozos pequeños, harina para espolvorear, aceite vegetal para cepillar, 8 panecillos pequeños parcialmente horneados, salsa de tomate para servir, 8 hojas de lechuga romana]",title
242,"Si tengo 1 1/2 libras de patatas Yukon Gold pequeñas, Sal Kosher, 2 cucharadas de aceite de oliva, más para rociar, 2 puerros medianos, sólo las partes blancas y pálidas, cortados por la mitad a lo largo, con algo de raíz, 4 ramitas de tomillo, 2 dientes de ajo machacados, 3 tazas de leche entera, 4 (6 onzas) filetes de bacalao sin piel, Pimienta negra recién molida] que puedo hacer",instructions
243,"Que receta usa 1 1/2 libras de patatas Yukon Gold pequeñas, Sal Kosher, 2 cucharadas de aceite de oliva, más para rociar, 2 puerros medianos, sólo las partes blancas y pálidas, cortados por la mitad a lo largo, con algo de raíz, 4 ramitas de tomillo, 2 dientes de ajo machacados, 3 tazas de leche entera, 4 (6 onzas) filetes de bacalao sin piel, Pimienta negra recién molida]",title
244,"Que hacer con 1 libra de rotini o fusilli (pastas en forma de sacacorchos), 2 dientes de ajo, 1 cucharada de mostaza estilo Dijon, 1/3 de taza de vinagre de vino tinto, 2 cucharadas de vinagre balsámico, 1 cucharada de agua, 1/2 taza de aceite vegetal, 1 onza (1/2 taza) de tomates secos (sin aceite), remojados en agua caliente durante 5 minutos y bien escurridos, 1/2 libra de mozzarella ahumada, cortada en cubos de 1/2 pulgada, una lata de 1 libra de garbanzos, escurridos y enjuagados, 3 1/2 onzas de salami duro cortado en juliana, De 10 a 20 peperoncini pequeños embotellados (pimientos toscanos encurtidos), 1/2 cucharadita de copos de pimienta roja seca, 1 taza de hojas frescas de perejil de hoja plana sin apretar, picadas]",instructions
245,"Que receta usa 1 libra de rotini o fusilli (pastas en forma de sacacorchos), 2 dientes de ajo, 1 cucharada de mostaza estilo Dijon, 1/3 de taza de vinagre de vino tinto, 2 cucharadas de vinagre balsámico, 1 cucharada de agua, 1/2 taza de aceite vegetal, 1 onza (1/2 taza) de tomates secos (sin aceite), remojados en agua caliente durante 5 minutos y bien escurridos, 1/2 libra de mozzarella ahumada, cortada en cubos de 1/2 pulgada, una lata de 1 libra de garbanzos, escurridos y enjuagados, 3 1/2 onzas de salami duro cortado en juliana, De 10 a 20 peperoncini pequeños embotellados (pimientos toscanos encurtidos), 1/2 cucharadita de copos de pimienta roja seca, 1 taza de hojas frescas de perejil de hoja plana sin apretar, picadas]",title
246,"Que hacer con 3/4 de taza de cilantro fresco picado, dividido, 2/3 de taza de zumo de lima fresco, 1/4 de taza de ajo picado, 3 1/2 cucharaditas de comino molido, divididas, 3/4 de cucharadita de pimentón ahumado, dividido, Sal Kosher, pimienta recién molida, 1 bloque de 1 libra de tofu mediano (no firme), cortado en rodajas de 1/2"" de grosor, 4 cucharadas de aceite de oliva virgen extra, divididas, 1 cucharada de miel, 1 cebolla roja mediana, cortada en rodajas de 1/4"" de grosor, 3 pimientos rojos, sin corazón, sin semillas y cortados en rodajas de 1/4"" de grosor, Información sobre los ingredientes: El pimentón ahumado está disponible en muchos supermercados.]",instructions
247,"Como se llama la receta con 3/4 de taza de cilantro fresco picado, dividido, 2/3 de taza de zumo de lima fresco, 1/4 de taza de ajo picado, 3 1/2 cucharaditas de comino molido, divididas, 3/4 de cucharadita de pimentón ahumado, dividido, Sal Kosher, pimienta recién molida, 1 bloque de 1 libra de tofu mediano (no firme), cortado en rodajas de 1/2"" de grosor, 4 cucharadas de aceite de oliva virgen extra, divididas, 1 cucharada de miel, 1 cebolla roja mediana, cortada en rodajas de 1/4"" de grosor, 3 pimientos rojos, sin corazón, sin semillas y cortados en rodajas de 1/4"" de grosor, Información sobre los ingredientes: El pimentón ahumado está disponible en muchos supermercados.]",title
248,"Si tengo 3 cucharadas de mantequilla, 4 puerros grandes (sólo las partes blanca y verde pálida), cortados en cuartos a lo largo y en rodajas finas a lo ancho, 1 1/2 libras de patatas russet, peladas y cortadas en trozos de 1 pulgada, 2 1/4 tazas de agua, 1/4 de taza de crema agria] que puedo hacer",instructions
249,"Que receta usa 3 cucharadas de mantequilla, 4 puerros grandes (sólo las partes blanca y verde pálida), cortados en cuartos a lo largo y en rodajas finas a lo ancho, 1 1/2 libras de patatas russet, peladas y cortadas en trozos de 1 pulgada, 2 1/4 tazas de agua, 1/4 de taza de crema agria]",title
250,Como preparar Tarta de calabaza con cobertura de caramelo y nueces ,title_instructions
251,Quiero Cannoli de cerezas secas y jengibre  como se hace,title_instructions
252,"Como puedo preparar 1 taza de guisantes de azúcar, 1/2 taza de guisantes, 1/2 taza de guisantes frescos o congelados, 1 cucharada de vinagre de arroz, 1 cucharada de aceite de sésamo asiático (tostado), 2 cucharaditas de semillas de sésamo, ligeramente tostadas, De 1/2 a 1 cucharada de azúcar moreno ligero bien compactado, 2 cucharaditas de salsa de soja, 6 tazas de brotes de guisantes, bien lavados y centrifugados]",instructions
253,"Si tengo 1 taza de guisantes de azúcar, 1/2 taza de guisantes, 1/2 taza de guisantes frescos o congelados, 1 cucharada de vinagre de arroz, 1 cucharada de aceite de sésamo asiático (tostado), 2 cucharaditas de semillas de sésamo, ligeramente tostadas, De 1/2 a 1 cucharada de azúcar moreno ligero bien compactado, 2 cucharaditas de salsa de soja, 6 tazas de brotes de guisantes, bien lavados y centrifugados] que receta lo usa",title
254,"Como puedo preparar 1 taza de harina de uso general, 3/4 de taza de harina de maíz amarilla, 1 1/2 cucharaditas de polvo de hornear, 1/2 cucharadita de bicarbonato de sodio, 1/2 cucharadita de sal, 1 taza de suero de leche bien agitado, 2 huevos grandes, 1/2 barrita (1/4 de taza) de mantequilla sin sal, derretida y enfriada, 1/2 cucharadita de salvia fresca finamente picada (opcional)]",instructions
255,"Que receta usa 1 taza de harina de uso general, 3/4 de taza de harina de maíz amarilla, 1 1/2 cucharaditas de polvo de hornear, 1/2 cucharadita de bicarbonato de sodio, 1/2 cucharadita de sal, 1 taza de suero de leche bien agitado, 2 huevos grandes, 1/2 barrita (1/4 de taza) de mantequilla sin sal, derretida y enfriada, 1/2 cucharadita de salvia fresca finamente picada (opcional)]",title
256,"Si tengo 1/2 taza de crema de cacao, 1/4 de taza de crema de menta, 3 tazas de café fuerte recién hecho, Nata montada ligeramente azucarada al gusto, Chocolate semidulce rallado para la cobertura] que puedo hacer",instructions
257,"Como se llama la receta con 1/2 taza de crema de cacao, 1/4 de taza de crema de menta, 3 tazas de café fuerte recién hecho, Nata montada ligeramente azucarada al gusto, Chocolate semidulce rallado para la cobertura]",title
258,"Si tengo 1 taza (2 barritas) de mantequilla sin sal, a temperatura ambiente, 1 1/2 tazas (empaquetadas) de azúcar moreno dorado, 2 huevos grandes, 6 cucharadas de cacao en polvo sin azúcar, 1 1/2 cucharaditas de bicarbonato de sodio, 1 cucharadita de extracto de vainilla, 1/4 de cucharadita de sal, 1 1/2 tazas de harina de pastel tamizada, 2/3 de taza de crema agria, 3/4 de taza de café caliente, 2 onzas de chocolate agridulce (no sin azúcar) o semidulce, picado, 2 tazas de nata para montar, Una pizca de sal, 3 yemas de huevo grandes, 1/4 de taza de azúcar, 4 tazas de cerezas sin hueso congeladas (sin descongelar) (aproximadamente 1 libra), 2/3 de taza más 1 cucharadita de azúcar, 2/3 de taza de vino tinto seco, Cacao en polvo sin azúcar, 1 taza de nata líquida fría, Kirsch frío (aguardiente de cereza claro)] que puedo hacer",instructions
259,"Como se llama la receta con 1 taza (2 barritas) de mantequilla sin sal, a temperatura ambiente, 1 1/2 tazas (empaquetadas) de azúcar moreno dorado, 2 huevos grandes, 6 cucharadas de cacao en polvo sin azúcar, 1 1/2 cucharaditas de bicarbonato de sodio, 1 cucharadita de extracto de vainilla, 1/4 de cucharadita de sal, 1 1/2 tazas de harina de pastel tamizada, 2/3 de taza de crema agria, 3/4 de taza de café caliente, 2 onzas de chocolate agridulce (no sin azúcar) o semidulce, picado, 2 tazas de nata para montar, Una pizca de sal, 3 yemas de huevo grandes, 1/4 de taza de azúcar, 4 tazas de cerezas sin hueso congeladas (sin descongelar) (aproximadamente 1 libra), 2/3 de taza más 1 cucharadita de azúcar, 2/3 de taza de vino tinto seco, Cacao en polvo sin azúcar, 1 taza de nata líquida fría, Kirsch frío (aguardiente de cereza claro)]",title
260,Como preparar Patatas a la brasa con leche de coco y chiles ,title_instructions
261,"Que hacer con 1 cucharadita de comino molido, 2 cucharaditas de copos de chile, 1 cucharadita de sal marina, más para espolvorear, 1 1/2 libras de batatas, cortadas en trozos, Pimienta negra molida, 2 cucharadas de aceite de oliva virgen extra, 2 tazas de copos de quinoa, 1 cucharada de ralladura fina de lima, 2 huevos, 4 filetes de pargo (5 1/4 onzas), 1/2 taza de hojas de perejil de hoja plana, finamente picadas, Mayonesa y gajos de lima, para servir]",instructions
262,"Como se llama la receta con 1 cucharadita de comino molido, 2 cucharaditas de copos de chile, 1 cucharadita de sal marina, más para espolvorear, 1 1/2 libras de batatas, cortadas en trozos, Pimienta negra molida, 2 cucharadas de aceite de oliva virgen extra, 2 tazas de copos de quinoa, 1 cucharada de ralladura fina de lima, 2 huevos, 4 filetes de pargo (5 1/4 onzas), 1/2 taza de hojas de perejil de hoja plana, finamente picadas, Mayonesa y gajos de lima, para servir]",title
263,Como preparar Vieiras con aceite de especias ,title_instructions
264,"Que hacer con 1/2 chalota pequeña, finamente picada, 1 jalapeño, con semillas, finamente picado, 2/3 de taza de doenjang o miso rojo (pasta de soja fermentada), 1/3 de taza de gochujang (pasta de pimiento picante coreano)]",instructions
265,"Como se llama la receta con 1/2 chalota pequeña, finamente picada, 1 jalapeño, con semillas, finamente picado, 2/3 de taza de doenjang o miso rojo (pasta de soja fermentada), 1/3 de taza de gochujang (pasta de pimiento picante coreano)]",title
266,"Si tengo 2 cucharadas de azúcar, 1 botella de 750 mililitros de ginebra seca londinense, 3 tazas de hojas frescas de cilantro con tallos tiernos, 1/4 de taza de zumo de lima fresco, 8 giros o rondas de lima] que puedo hacer",instructions
267,"Que receta usa 2 cucharadas de azúcar, 1 botella de 750 mililitros de ginebra seca londinense, 3 tazas de hojas frescas de cilantro con tallos tiernos, 1/4 de taza de zumo de lima fresco, 8 giros o rondas de lima]",title
268,Quiero Mousse de chocolate  como se hace,title_instructions
269,Quiero Pasta Alfredo vegana con dos variaciones de Stroganoff  como se hace,title_instructions
270,Como preparar Mousse de chocolate y castañas ,title_instructions
271,Quiero Sangría de primavera  como se hace,title_instructions
272,"Como puedo preparar 8 brochetas de bambú, remojadas en agua durante al menos 4 horas, 4 plátanos maduros sin pelar, con los extremos recortados y cortados en trozos de 2 pulgadas, 1 piña fresca, pelada, descorazonada y cortada en trozos de 2 pulgadas, 1/2 taza de azúcar turbinado o 1/3 de taza de jarabe de caña, Ralladura y zumo de 1/2 limón]",instructions
273,"Si tengo 8 brochetas de bambú, remojadas en agua durante al menos 4 horas, 4 plátanos maduros sin pelar, con los extremos recortados y cortados en trozos de 2 pulgadas, 1 piña fresca, pelada, descorazonada y cortada en trozos de 2 pulgadas, 1/2 taza de azúcar turbinado o 1/3 de taza de jarabe de caña, Ralladura y zumo de 1/2 limón] que receta lo usa",title
274,Quiero Lubina con puré de perejil  como se hace,title_instructions
275,"Que puedo hacer con epi:recipeLink id=""102487""<suero de maíz="""" pan="""">/epi:recipeLink<, muy desmenuzado</suero de leche>, 8 rebanadas de tocino, picadas gruesas, 6 cucharadas (3/4 de barra) de mantequilla, 1 1/2 tazas de cebolla finamente picada, 1 1/2 tazas de apio finamente picado, 1 taza de pimiento verde picado, 3 cucharadas de salvia fresca picada, epi:recipeLink id=""102488""<spiced pecans="""">/epi:recipeLink<</spiced>, 4 huevos grandes, batidos para mezclar, 1 taza (aproximadamente) de caldo de pollo bajo en sal en lata]",instructions
276,"Si tengo epi:recipeLink id=""102487""<suero de maíz="""" pan="""">/epi:recipeLink<, muy desmenuzado</suero de leche>, 8 rebanadas de tocino, picadas gruesas, 6 cucharadas (3/4 de barra) de mantequilla, 1 1/2 tazas de cebolla finamente picada, 1 1/2 tazas de apio finamente picado, 1 taza de pimiento verde picado, 3 cucharadas de salvia fresca picada, epi:recipeLink id=""102488""<spiced pecans="""">/epi:recipeLink<</spiced>, 4 huevos grandes, batidos para mezclar, 1 taza (aproximadamente) de caldo de pollo bajo en sal en lata] que receta lo usa",title
277,"Que puedo hacer con 1/2 taza (1 barra) de mantequilla sin sal, 2 onzas de chocolate sin azúcar, picado, 1 cucharadita de café instantáneo en polvo, 1 taza de azúcar, 1/2 taza de harina para todo uso, 2 huevos grandes, 1 cucharadita de extracto de vainilla, 1/2 taza de nueces picadas (unas 2 1/2 onzas)]",instructions
278,"Que receta usa 1/2 taza (1 barra) de mantequilla sin sal, 2 onzas de chocolate sin azúcar, picado, 1 cucharadita de café instantáneo en polvo, 1 taza de azúcar, 1/2 taza de harina para todo uso, 2 huevos grandes, 1 cucharadita de extracto de vainilla, 1/2 taza de nueces picadas (unas 2 1/2 onzas)]",title
279,"Que hacer con 3/4 de taza de jarabe de maíz ligero, 1/2 taza de azúcar granulado, 3/4 de cucharadita de extracto de vainilla puro, 2 claras de huevo grandes, a temperatura ambiente, 1/4 de cucharadita de cremor tártaro, Una pizca de sal kosher, 1/2 cucharadita de extracto puro de vainilla]",instructions
280,"Como se llama la receta con 3/4 de taza de jarabe de maíz ligero, 1/2 taza de azúcar granulado, 3/4 de cucharadita de extracto de vainilla puro, 2 claras de huevo grandes, a temperatura ambiente, 1/4 de cucharadita de cremor tártaro, Una pizca de sal kosher, 1/2 cucharadita de extracto puro de vainilla]",title
281,"Quiero Pizzas de cebolla, anchoas y aceitunas  como se hace",title_instructions
282,Quiero Tostadas de cebolla  como se hace,title_instructions
283,Como preparar Davis ,title_instructions
284,Quiero Fusilli con salsa de setas silvestres  como se hace,title_instructions
285,Quiero Albóndigas de sopa de Shanghai  como se hace,title_instructions
286,Como preparar Vieiras con col braseada de jamón y col rizada ,title_instructions
287,Quiero Caramelo de chocolate y cacahuete  como se hace,title_instructions
288,Quiero Mai Tai  como se hace,title_instructions
289,"Si tengo 12 lonchas de panceta (tocino italiano), 2 cucharadas de mantequilla, 4 rebanadas de pan de masa fermentada, 8 lonchas finas de queso provolone, 4 huevos grandes, 1 cebolla verde pequeña, picada, Virutas de queso parmesano, 12 hojas de albahaca fresca o de rúcula] que puedo hacer",instructions
290,"Si tengo 12 lonchas de panceta (tocino italiano), 2 cucharadas de mantequilla, 4 rebanadas de pan de masa fermentada, 8 lonchas finas de queso provolone, 4 huevos grandes, 1 cebolla verde pequeña, picada, Virutas de queso parmesano, 12 hojas de albahaca fresca o de rúcula] que receta lo usa",title
291,"Que puedo hacer con 1 paquete (10 onzas) de espinacas picadas congeladas, 1 taza de cebollas picadas, Sal, 1 cucharada de aceite de oliva, 1/4 de libra de hojas frescas de acedera, picadas (2 tazas compactas), 1 yema de huevo, ligeramente batida, 8 onzas de queso feta desmenuzado (1 taza), 1/4 de cucharadita de nuez moscada molida, 3 cucharadas de eneldo fresco picado, o al gusto, Pimienta negra recién molida, 10 hojas de filo (de 17 por 12 pulgadas), descongeladas si están congeladas, 1 1/2 barritas (3/4 de taza) de mantequilla sin sal, derretida]",instructions
292,"Si tengo 1 paquete (10 onzas) de espinacas picadas congeladas, 1 taza de cebollas picadas, Sal, 1 cucharada de aceite de oliva, 1/4 de libra de hojas frescas de acedera, picadas (2 tazas compactas), 1 yema de huevo, ligeramente batida, 8 onzas de queso feta desmenuzado (1 taza), 1/4 de cucharadita de nuez moscada molida, 3 cucharadas de eneldo fresco picado, o al gusto, Pimienta negra recién molida, 10 hojas de filo (de 17 por 12 pulgadas), descongeladas si están congeladas, 1 1/2 barritas (3/4 de taza) de mantequilla sin sal, derretida] que receta lo usa",title
293,"Que hacer con 1 (3 1/2 lb) asado de lomo de ternera cortado en el centro y atado a temperatura ambiente, 4 cucharaditas de sal kosher, 1 cucharadita de pimienta negra, 2 dientes de ajo, finamente picados, 6 ramitas de romero fresco (de 3 a 4 pulgadas), 3 cucharadas de aceite de oliva virgen extra, Acompañamiento: mostaza de grano grueso o de Dijon]",instructions
294,"Si tengo 1 (3 1/2 lb) asado de lomo de ternera cortado en el centro y atado a temperatura ambiente, 4 cucharaditas de sal kosher, 1 cucharadita de pimienta negra, 2 dientes de ajo, finamente picados, 6 ramitas de romero fresco (de 3 a 4 pulgadas), 3 cucharadas de aceite de oliva virgen extra, Acompañamiento: mostaza de grano grueso o de Dijon] que receta lo usa",title
295,Como preparar Trío de Gelati ,title_instructions
296,"Que hacer con 1/2 taza de azúcar, dividida, 2 cucharaditas de maicena, 2 claras de huevo grandes, a temperatura ambiente, 1/8 de cucharadita de cremor tártaro, 1/4 de cucharadita de extracto de vainilla, 2 tazas de agua, 1 1/4 tazas de azúcar, 3 cucharadas de zumo de limón fresco, 1 trozo de 2 pulgadas de jengibre fresco, pelado y cortado en rodajas finas, 3 melocotones grandes, firmes pero maduros, pelados, cortados por la mitad y sin hueso, 1/2 taza (generosa) de frambuesas frescas (aproximadamente la mitad de una cesta de 6 onzas), 1/2 taza (generosa) de moras frescas (aproximadamente la mitad de una cesta de 6 onzas), 1/2 taza de nata líquida fría, 1 1/2 cucharadas de azúcar]",instructions
297,"Si tengo 1/2 taza de azúcar, dividida, 2 cucharaditas de maicena, 2 claras de huevo grandes, a temperatura ambiente, 1/8 de cucharadita de cremor tártaro, 1/4 de cucharadita de extracto de vainilla, 2 tazas de agua, 1 1/4 tazas de azúcar, 3 cucharadas de zumo de limón fresco, 1 trozo de 2 pulgadas de jengibre fresco, pelado y cortado en rodajas finas, 3 melocotones grandes, firmes pero maduros, pelados, cortados por la mitad y sin hueso, 1/2 taza (generosa) de frambuesas frescas (aproximadamente la mitad de una cesta de 6 onzas), 1/2 taza (generosa) de moras frescas (aproximadamente la mitad de una cesta de 6 onzas), 1/2 taza de nata líquida fría, 1 1/2 cucharadas de azúcar] que receta lo usa",title
298,Quiero Sopa de remolacha con aroma a naranja y cebollino  como se hace,title_instructions
299,"Si tengo suficiente pan italiano, cortado en cubos de 3/4 de pulgada, para medir 1 taza, 5 cucharadas de aceite de oliva, 1 diente de ajo pequeño, picado y machacado hasta formar una pasta con 1/4 de cucharadita de sal, 1 filete de anchoa plana, picada, 1/2 taza de queso azul desmenuzado, 2 cucharadas de zumo de limón fresco, 1/2 cucharadita de salsa Worcestershire, 1 huevo grande, 1 cabeza de lechuga romana, enjuagada, secada y cortada en trozos pequeños (aproximadamente 5 tazas), 1/4 de taza de parmesano recién rallado] que puedo hacer",instructions
300,"Que receta usa suficiente pan italiano, cortado en cubos de 3/4 de pulgada, para medir 1 taza, 5 cucharadas de aceite de oliva, 1 diente de ajo pequeño, picado y machacado hasta formar una pasta con 1/4 de cucharadita de sal, 1 filete de anchoa plana, picada, 1/2 taza de queso azul desmenuzado, 2 cucharadas de zumo de limón fresco, 1/2 cucharadita de salsa Worcestershire, 1 huevo grande, 1 cabeza de lechuga romana, enjuagada, secada y cortada en trozos pequeños (aproximadamente 5 tazas), 1/4 de taza de parmesano recién rallado]",title
301,Como preparar Ensalada de arroz con hinojo ,title_instructions
302,"Que hacer con 1 libra de albaricoques maduros firmes, cortados por la mitad y sin hueso, 2 cucharadas de zumo de lima fresco, 2-3 cucharadas de azúcar, Yogur griego o helado de vainilla, Hojas de estragón fresco (opcional)]",instructions
303,"Que receta usa 1 libra de albaricoques maduros firmes, cortados por la mitad y sin hueso, 2 cucharadas de zumo de lima fresco, 2-3 cucharadas de azúcar, Yogur griego o helado de vainilla, Hojas de estragón fresco (opcional)]",title
304,"Si tengo 16 onzas de macarrones sin cocer (o pasta integral para añadir 3,5 g de fibra por ración), 3 cucharadas de harina común, 2 tazas de leche desnatada, 1 cucharada de mantequilla ligera (en barra o en tarrina), 8 oz de queso cheddar reducido en grasas (33%) rallado, 3 oz de queso Velveeta Light, cortado en tiras finas, 1/8 cucharadita de pimienta negra, 3 cucharadas de pan rallado sazonado] que puedo hacer",instructions
305,"Si tengo 16 onzas de macarrones sin cocer (o pasta integral para añadir 3,5 g de fibra por ración), 3 cucharadas de harina común, 2 tazas de leche desnatada, 1 cucharada de mantequilla ligera (en barra o en tarrina), 8 oz de queso cheddar reducido en grasas (33%) rallado, 3 oz de queso Velveeta Light, cortado en tiras finas, 1/8 cucharadita de pimienta negra, 3 cucharadas de pan rallado sazonado] que receta lo usa",title
306,Quiero Lentejas de invierno sencillas  como se hace,title_instructions
307,"Si tengo 6 tomates grandes (aproximadamente 3 libras), picados en trozos grandes, 1 pimiento verde mediano (aproximadamente 6 onzas), sin corazón, sin semillas, desvenado y picado grueso, 1 cebolla amarilla mediana (aproximadamente 8 onzas), picada en trozos grandes, 8 dientes de ajo pelados, 20 ajíes dulces caribeños, sin semillas y cortados por la mitad, 1/2 taza de salsa de tomate, 1/4 de taza de cilantro picado grueso, 2 hojas de culantro de hoja ancha, 1 1/2 cucharadas de vinagre de sidra, 1 cucharadita de orégano seco, 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, 8 onzas de tocino, sin corteza, cortado en dados de 1/4 de pulgada, 1 libra y media de paleta o nalga de cerdo deshuesada, cortada en dados de media pulgada, 1/4 de taza de caldo de pollo, 1/3 de taza de leche entera, 1 1/2 libras de malanga, pelada y cortada en cubos de 1 pulgada, 1 1/2 libras de plátanos verdes, pelados y cortados en rodajas gruesas, 1/2 plátano verde, pelado (ver notas del cocinero) y cortado en rodajas gruesas, 8 onzas de calabaza (calabaza de las Indias Occidentales) o calabaza Hubbard o kabocha, pelada, sin semillas y cortada en cubos de 1 pulgada, 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, De 1/2 a 1 cucharadita de sal, o al gusto, Veinticinco cuadrados de hoja de plátano de 12 pulgadas (de 4 a 5 paquetes; consulte las notas del cocinero para saber cómo prepararlos), 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, Veinticinco trozos de hilo de cocina de 42 pulgadas, 1/3 de taza de pasas oscuras, Una lata de garbanzos de 15 onzas, escurrida y enjuagada, o 2 tazas de garbanzos cocidos, 2 pimientos rojos medianos (aproximadamente 6 onzas), asados (ver notas del cocinero), pelados, sin corazón, sin semillas y cortados en tiras de 1/4 de pulgada de ancho, 50 aceitunas rellenas de pimiento, cortadas por la mitad] que puedo hacer",instructions
308,"Si tengo 6 tomates grandes (aproximadamente 3 libras), picados en trozos grandes, 1 pimiento verde mediano (aproximadamente 6 onzas), sin corazón, sin semillas, desvenado y picado grueso, 1 cebolla amarilla mediana (aproximadamente 8 onzas), picada en trozos grandes, 8 dientes de ajo pelados, 20 ajíes dulces caribeños, sin semillas y cortados por la mitad, 1/2 taza de salsa de tomate, 1/4 de taza de cilantro picado grueso, 2 hojas de culantro de hoja ancha, 1 1/2 cucharadas de vinagre de sidra, 1 cucharadita de orégano seco, 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, 8 onzas de tocino, sin corteza, cortado en dados de 1/4 de pulgada, 1 libra y media de paleta o nalga de cerdo deshuesada, cortada en dados de media pulgada, 1/4 de taza de caldo de pollo, 1/3 de taza de leche entera, 1 1/2 libras de malanga, pelada y cortada en cubos de 1 pulgada, 1 1/2 libras de plátanos verdes, pelados y cortados en rodajas gruesas, 1/2 plátano verde, pelado (ver notas del cocinero) y cortado en rodajas gruesas, 8 onzas de calabaza (calabaza de las Indias Occidentales) o calabaza Hubbard o kabocha, pelada, sin semillas y cortada en cubos de 1 pulgada, 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, De 1/2 a 1 cucharadita de sal, o al gusto, Veinticinco cuadrados de hoja de plátano de 12 pulgadas (de 4 a 5 paquetes; consulte las notas del cocinero para saber cómo prepararlos), 1/4 de taza de aceite de oliva virgen extra con infusión de achiote, Veinticinco trozos de hilo de cocina de 42 pulgadas, 1/3 de taza de pasas oscuras, Una lata de garbanzos de 15 onzas, escurrida y enjuagada, o 2 tazas de garbanzos cocidos, 2 pimientos rojos medianos (aproximadamente 6 onzas), asados (ver notas del cocinero), pelados, sin corazón, sin semillas y cortados en tiras de 1/4 de pulgada de ancho, 50 aceitunas rellenas de pimiento, cortadas por la mitad] que receta lo usa",title
309,Quiero Ensalada de tomate y melocotón con crema de tofu  como se hace,title_instructions
310,Quiero Carne o gambas a la parrilla al estilo tandoori  como se hace,title_instructions
311,"Como puedo preparar 1 1/4 tazas de dátiles deshuesados envasados (unas 10 onzas), 1 barra (1/2 taza) de mantequilla sin sal, 3/4 de taza de azúcar moreno ligero envasado, 2/3 de taza de harina común, 3/4 de cucharadita de bicarbonato de sodio, 3/4 de cucharadita de sal, 1 huevo grande, 1 cucharadita de vainilla, 1 1/2 tazas de copos de avena de cocción rápida]",instructions
312,"Que receta usa 1 1/4 tazas de dátiles deshuesados envasados (unas 10 onzas), 1 barra (1/2 taza) de mantequilla sin sal, 3/4 de taza de azúcar moreno ligero envasado, 2/3 de taza de harina común, 3/4 de cucharadita de bicarbonato de sodio, 3/4 de cucharadita de sal, 1 huevo grande, 1 cucharadita de vainilla, 1 1/2 tazas de copos de avena de cocción rápida]",title
313,"Si tengo 2 libras de tomates, divididos, 1 pimiento picante fresco (opcional), sin tallo y picado, 1/4 de cucharadita de copos de pimiento rojo picante, 6 cucharadas de aceite de oliva virgen extra, 1 costilla de apio, finamente picada, 1 libra de mozzarella fresca picada, 2 cucharadas de hojas de apio picadas, Acompañamiento: 1 libra de capellini, cocidos y escurridos] que puedo hacer",instructions
314,"Que receta usa 2 libras de tomates, divididos, 1 pimiento picante fresco (opcional), sin tallo y picado, 1/4 de cucharadita de copos de pimiento rojo picante, 6 cucharadas de aceite de oliva virgen extra, 1 costilla de apio, finamente picada, 1 libra de mozzarella fresca picada, 2 cucharadas de hojas de apio picadas, Acompañamiento: 1 libra de capellini, cocidos y escurridos]",title
315,"Si tengo 1 taza de azúcar, 1/2 taza de jarabe de maíz ligero, 1/4 de taza de agua, 1/8 cucharadita de sal, 2 tazas de yogur natural de leche griega, 1 taza de suero de leche bien agitado, 5 cucharaditas de zumo de limón fresco, Equipo: una heladera] que puedo hacer",instructions
316,"Como se llama la receta con 1 taza de azúcar, 1/2 taza de jarabe de maíz ligero, 1/4 de taza de agua, 1/8 cucharadita de sal, 2 tazas de yogur natural de leche griega, 1 taza de suero de leche bien agitado, 5 cucharaditas de zumo de limón fresco, Equipo: una heladera]",title
